"","Time","ChangeNo","Kind","ChangeRate"
"604",60,2.39399999999985,"Tree 170",0.000306221553299198
"605",60,2.49499999999984,"Tree 170",0.000214203922342336
"606",50,2.49499999999984,"Tree 170",0.000214203922342336
"607",50,2.92499999999979,"Tree 170",0.000167483405659268
"608",40,2.92499999999979,"Tree 170",0.000167483405659268
"609",40,2.40099999999985,"Tree 170",9.5709804818001e-05
"610",30,2.40099999999985,"Tree 170",9.5709804818001e-05
"611",30,2.73799999999981,"Tree 170",8.34892100109507e-05
"612",20,2.73799999999981,"Tree 170",8.34892100109507e-05
"613",20,3.05999999999977,"Tree 170",8.26139920035018e-05
"614",10,3.05999999999977,"Tree 170",8.26139920035018e-05
"615",10,2.89899999999979,"Tree 170",7.67490337824887e-05
"616",0,2.89899999999979,"Tree 170",7.67490337824887e-05
"617",415.615619,0,"Tree 188",0
"618",410,0,"Tree 188",0
"619",410,0,"Tree 188",0
"620",400,0,"Tree 188",0
"621",400,0,"Tree 188",0
"622",390,0,"Tree 188",0
"623",390,0,"Tree 188",0
"624",380,0,"Tree 188",0
"625",380,0,"Tree 188",0
"626",370,0,"Tree 188",0
"627",370,0,"Tree 188",0
"628",360,0,"Tree 188",0
"629",360,0,"Tree 188",0
"630",350,0,"Tree 188",0
"631",350,0.001,"Tree 188",2.5e-05
"632",340,0.001,"Tree 188",2.5e-05
"633",340,0.001,"Tree 188",2.5e-05
"634",330,0.001,"Tree 188",2.5e-05
"635",330,0,"Tree 188",0
"636",320,0,"Tree 188",0
"637",320,0,"Tree 188",0
"638",310,0,"Tree 188",0
"639",310,0.002,"Tree 188",4.007219888217e-05
"640",300,0.002,"Tree 188",4.007219888217e-05
"641",300,0,"Tree 188",0
"642",290,0,"Tree 188",0
"643",290,0.003,"Tree 188",5e-05
"644",280,0.003,"Tree 188",5e-05
"645",280,0.002,"Tree 188",3.33333333333333e-05
"646",270,0.002,"Tree 188",3.33333333333333e-05
"647",270,0,"Tree 188",0
"648",260,0,"Tree 188",0
"649",260,0.001,"Tree 188",1.42857142857143e-05
"650",250,0.001,"Tree 188",1.42857142857143e-05
"651",250,0,"Tree 188",0
"652",240,0,"Tree 188",0
"653",240,0,"Tree 188",0
"654",230,0,"Tree 188",0
"655",230,0.001,"Tree 188",1.39622634923461e-05
"656",220,0.001,"Tree 188",1.39622634923461e-05
"657",220,0.001,"Tree 188",1.16801116431791e-05
"658",210,0.001,"Tree 188",1.16801116431791e-05
"659",210,0,"Tree 188",0
"660",200,0,"Tree 188",0
"661",200,0,"Tree 188",0
"662",190,0,"Tree 188",0
"663",190,0,"Tree 188",0
"664",180,0,"Tree 188",0
"665",180,0,"Tree 188",0
"666",170,0,"Tree 188",0
"667",170,0.007,"Tree 188",3.59944342526204e-05
"668",160,0.007,"Tree 188",3.59944342526204e-05
"669",160,0.009,"Tree 188",3.25583883415444e-05
"670",150,0.009,"Tree 188",3.25583883415444e-05
"671",150,0.681,"Tree 188",0.00169956508054718
"672",140,0.681,"Tree 188",0.00169956508054718
"673",140,0.858000000000001,"Tree 188",0.00153058317102611
"674",130,0.858000000000001,"Tree 188",0.00153058317102611
"675",130,2.34299999999985,"Tree 188",0.00291245986927371
"676",120,2.34299999999985,"Tree 188",0.00291245986927371
"677",120,1.19299999999998,"Tree 188",0.00104922734884837
"678",110,1.19299999999998,"Tree 188",0.00104922734884837
"679",110,1.80599999999991,"Tree 188",0.00111487663059476
"680",100,1.80599999999991,"Tree 188",0.00111487663059476
"681",100,4.70899999999991,"Tree 188",0.00197309402670178
"682",90,4.70899999999991,"Tree 188",0.00197309402670178
"683",90,5.73500000000025,"Tree 188",0.00164034450272133
"684",80,5.73500000000025,"Tree 188",0.00164034450272133
"685",80,3.89499999999968,"Tree 188",0.000762181525330997
"686",70,3.89499999999968,"Tree 188",0.000762181525330997
"687",70,3.00899999999978,"Tree 188",0.000387676643243926
"688",60,3.00899999999978,"Tree 188",0.000387676643243926
"689",60,2.50799999999983,"Tree 188",0.00021259319602334
"690",50,2.50799999999983,"Tree 188",0.00021259319602334
"691",50,2.05399999999988,"Tree 188",0.000115861971523659
"692",40,2.05399999999988,"Tree 188",0.000115861971523659
"693",40,1.72899999999992,"Tree 188",6.7995530929585e-05
"694",30,1.72899999999992,"Tree 188",6.7995530929585e-05
"695",30,2.8009999999998,"Tree 188",8.38624949930731e-05
"696",20,2.8009999999998,"Tree 188",8.38624949930731e-05
"697",20,2.94499999999979,"Tree 188",7.91088068723522e-05
"698",10,2.94499999999979,"Tree 188",7.91088068723522e-05
"699",10,3.03999999999978,"Tree 188",8.04598431789115e-05
"700",0,3.03999999999978,"Tree 188",8.04598431789115e-05
"701",442.642648,0,"Tree 216",0
"702",440,0,"Tree 216",0
"703",440,0.001,"Tree 216",5e-05
"704",430,0.001,"Tree 216",5e-05
"705",430,0,"Tree 216",0
"706",420,0,"Tree 216",0
"707",420,0.002,"Tree 216",6.66666666666667e-05
"708",410,0.002,"Tree 216",6.66666666666667e-05
"709",410,0,"Tree 216",0
"710",400,0,"Tree 216",0
"711",400,0,"Tree 216",0
"712",390,0,"Tree 216",0
"713",390,0,"Tree 216",0
"714",380,0,"Tree 216",0
"715",380,0,"Tree 216",0
"716",370,0,"Tree 216",0
"717",370,0,"Tree 216",0
"718",360,0,"Tree 216",0
"719",360,0.001,"Tree 216",2.5e-05
"720",350,0.001,"Tree 216",2.5e-05
"721",350,0,"Tree 216",0
"722",340,0,"Tree 216",0
"723",340,0.002,"Tree 216",4e-05
"724",330,0.002,"Tree 216",4e-05
"725",330,0.001,"Tree 216",2e-05
"726",320,0.001,"Tree 216",2e-05
"727",320,0,"Tree 216",0
"728",310,0,"Tree 216",0
"729",310,0,"Tree 216",0
"730",300,0,"Tree 216",0
"731",300,0.005,"Tree 216",8.63589135516705e-05
"732",290,0.005,"Tree 216",8.63589135516705e-05
"733",290,0.001,"Tree 216",1.66666666666667e-05
"734",280,0.001,"Tree 216",1.66666666666667e-05
"735",280,0.003,"Tree 216",4.97757808471921e-05
"736",270,0.003,"Tree 216",4.97757808471921e-05
"737",270,0.001,"Tree 216",1.42857142857143e-05
"738",260,0.001,"Tree 216",1.42857142857143e-05
"739",260,0,"Tree 216",0
"740",250,0,"Tree 216",0
"741",250,0,"Tree 216",0
"742",240,0,"Tree 216",0
"743",240,0,"Tree 216",0
"744",230,0,"Tree 216",0
"745",230,0,"Tree 216",0
"746",220,0,"Tree 216",0
"747",220,0.002,"Tree 216",2.5e-05
"748",210,0.002,"Tree 216",2.5e-05
"749",210,0.001,"Tree 216",1.25e-05
"750",200,0.001,"Tree 216",1.25e-05
"751",200,0,"Tree 216",0
"752",190,0,"Tree 216",0
"753",190,0.002,"Tree 216",1.8802934314478e-05
"754",180,0.002,"Tree 216",1.8802934314478e-05
"755",180,0.001,"Tree 216",7.82608663667299e-06
"756",170,0.001,"Tree 216",7.82608663667299e-06
"757",170,0,"Tree 216",0
"758",160,0,"Tree 216",0
"759",160,0.002,"Tree 216",1.2026001393561e-05
"760",150,0.002,"Tree 216",1.2026001393561e-05
"761",150,0,"Tree 216",0
"762",140,0,"Tree 216",0
"763",140,0.01,"Tree 216",3.20223037138616e-05
"764",130,0.01,"Tree 216",3.20223037138616e-05
"765",130,0.29,"Tree 216",0.000637131215901851
"766",120,0.29,"Tree 216",0.000637131215901851
"767",120,2.32999999999985,"Tree 216",0.00346394865333883
"768",110,2.32999999999985,"Tree 216",0.00346394865333883
"769",110,1.43299999999995,"Tree 216",0.00143097998000686
"770",100,1.43299999999995,"Tree 216",0.00143097998000686
"771",100,2.59699999999983,"Tree 216",0.00172092807558425
"772",90,2.59699999999983,"Tree 216",0.00172092807558425
"773",90,4.72699999999991,"Tree 216",0.00203113715905414
"774",80,4.72699999999991,"Tree 216",0.00203113715905414
"775",80,5.54500000000019,"Tree 216",0.0015323396116019
"776",70,5.54500000000019,"Tree 216",0.0015323396116019
"777",70,5.8920000000003,"Tree 216",0.00102723833126742
"778",60,5.8920000000003,"Tree 216",0.00102723833126742
"779",60,2.25599999999986,"Tree 216",0.000245724247270069
"780",50,2.25599999999986,"Tree 216",0.000245724247270069
"781",50,3.23499999999975,"Tree 216",0.000222375728764429
"782",40,3.23499999999975,"Tree 216",0.000222375728764429
"783",40,2.74399999999981,"Tree 216",0.000122197233153745
"784",30,2.74399999999981,"Tree 216",0.000122197233153745
"785",30,2.71699999999981,"Tree 216",8.60390541685233e-05
"786",20,2.71699999999981,"Tree 216",8.60390541685233e-05
"787",20,3.22699999999976,"Tree 216",8.73074819858222e-05
"788",10,3.22699999999976,"Tree 216",8.73074819858222e-05
"789",10,3.12499999999977,"Tree 216",8.27133556254793e-05
"790",0,3.12499999999977,"Tree 216",8.27133556254793e-05
"791",437.837842,0,"Tree 222",0
"792",430,0,"Tree 222",0
"793",430,0,"Tree 222",0
"794",420,0,"Tree 222",0
"795",420,0,"Tree 222",0
"796",410,0,"Tree 222",0
"797",410,0,"Tree 222",0
"798",400,0,"Tree 222",0
"799",400,0.001,"Tree 222",5e-05
"800",390,0.001,"Tree 222",5e-05
"801",390,0,"Tree 222",0
"802",380,0,"Tree 222",0
"803",380,0.001,"Tree 222",3.33333333333333e-05
"804",370,0.001,"Tree 222",3.33333333333333e-05
"805",370,0,"Tree 222",0
"806",360,0,"Tree 222",0
"807",360,0,"Tree 222",0
"808",350,0,"Tree 222",0
"809",350,0,"Tree 222",0
"810",340,0,"Tree 222",0
"811",340,0,"Tree 222",0
"812",330,0,"Tree 222",0
"813",330,0.001,"Tree 222",2.5e-05
"814",320,0.001,"Tree 222",2.5e-05
"815",320,0,"Tree 222",0
"816",310,0,"Tree 222",0
"817",310,0,"Tree 222",0
"818",300,0,"Tree 222",0
"819",300,0,"Tree 222",0
"820",290,0,"Tree 222",0
"821",290,0.002,"Tree 222",4e-05
"822",280,0.002,"Tree 222",4e-05
"823",280,0,"Tree 222",0
"824",270,0,"Tree 222",0
"825",270,0,"Tree 222",0
"826",260,0,"Tree 222",0
"827",260,0.004,"Tree 222",6.66666666666667e-05
"828",250,0.004,"Tree 222",6.66666666666667e-05
"829",250,0.001,"Tree 222",1.44405889836819e-05
"830",240,0.001,"Tree 222",1.44405889836819e-05
"831",240,0.001,"Tree 222",1.42857142857143e-05
"832",230,0.001,"Tree 222",1.42857142857143e-05
"833",230,0,"Tree 222",0
"834",220,0,"Tree 222",0
"835",220,0,"Tree 222",0
"836",210,0,"Tree 222",0
"837",210,0.001,"Tree 222",1.23150881812653e-05
"838",200,0.001,"Tree 222",1.23150881812653e-05
"839",200,0,"Tree 222",0
"840",190,0,"Tree 222",0
"841",190,0.001,"Tree 222",1.03319883805219e-05
"842",180,0.001,"Tree 222",1.03319883805219e-05
"843",180,0.003,"Tree 222",2.54457428313787e-05
"844",170,0.003,"Tree 222",2.54457428313787e-05
"845",170,0.003,"Tree 222",1.91746620799767e-05
"846",160,0.003,"Tree 222",1.91746620799767e-05
"847",160,0.001,"Tree 222",4.59057004183893e-06
"848",150,0.001,"Tree 222",4.59057004183893e-06
"849",150,0.014,"Tree 222",4.59672597929456e-05
"850",140,0.014,"Tree 222",4.59672597929456e-05
"851",140,0.287,"Tree 222",0.000645662629901418
"852",130,0.287,"Tree 222",0.000645662629901418
"853",130,2.44099999999984,"Tree 222",0.00377333997237097
"854",120,2.44099999999984,"Tree 222",0.00377333997237097
"855",120,0.986000000000001,"Tree 222",0.00105714266072447
"856",110,0.986000000000001,"Tree 222",0.00105714266072447
"857",110,1.82699999999991,"Tree 222",0.00130907132214783
"858",100,1.82699999999991,"Tree 222",0.00130907132214783
"859",100,4.70699999999991,"Tree 222",0.00225257346612346
"860",90,4.70699999999991,"Tree 222",0.00225257346612346
"861",90,5.17400000000006,"Tree 222",0.00163936678856418
"862",80,5.17400000000006,"Tree 222",0.00163936678856418
"863",80,4.3859999999998,"Tree 222",0.000912248816271429
"864",70,4.3859999999998,"Tree 222",0.000912248816271429
"865",70,3.28099999999975,"Tree 222",0.000444509321459745
"866",60,3.28099999999975,"Tree 222",0.000444509321459745
"867",60,2.51999999999983,"Tree 222",0.000225113437052747
"868",50,2.51999999999983,"Tree 222",0.000225113437052747
"869",50,3.25799999999975,"Tree 222",0.000197000598193934
"870",40,3.25799999999975,"Tree 222",0.000197000598193934
"871",40,2.87499999999979,"Tree 222",0.000120417240084184
"872",30,2.87499999999979,"Tree 222",0.000120417240084184
"873",30,2.74799999999981,"Tree 222",8.6026442287784e-05
"874",20,2.74799999999981,"Tree 222",8.6026442287784e-05
"875",20,2.8219999999998,"Tree 222",7.68202489324e-05
"876",10,2.8219999999998,"Tree 222",7.68202489324e-05
"877",10,2.92099999999979,"Tree 222",7.7361605717006e-05
"878",0,2.92099999999979,"Tree 222",7.7361605717006e-05
